alias,channel,frequency,RT60
-2jLGNCgf0WDpKMY2iup7g,1,wideband,2.05070018112943
-2jLGNCgf0WDpKMY2iup7g,1,31.6228,2.24474077650522
-2jLGNCgf0WDpKMY2iup7g,1,63.0957,2.14174852164784
-2jLGNCgf0WDpKMY2iup7g,1,125.8925,1.53893771467768
-2jLGNCgf0WDpKMY2iup7g,1,251.1886,1.36252537914373
-2jLGNCgf0WDpKMY2iup7g,1,501.1872,2.76541051744313
-2jLGNCgf0WDpKMY2iup7g,1,1000,2.85910865862931
-2jLGNCgf0WDpKMY2iup7g,1,1995.2623,2.82824563514024
-2jLGNCgf0WDpKMY2iup7g,1,3981.0717,2.84509571870301
-2jLGNCgf0WDpKMY2iup7g,1,7943.2823,2.91152437767296
-3Jxai1udE6V32_c-aUJFA,1,wideband,0.178464121172399
-3Jxai1udE6V32_c-aUJFA,1,31.6228,1.48070664013857
-3Jxai1udE6V32_c-aUJFA,1,63.0957,3.05051525436625
-3Jxai1udE6V32_c-aUJFA,1,125.8925,1.9785265089369
-3Jxai1udE6V32_c-aUJFA,1,251.1886,0.229380751082469
-3Jxai1udE6V32_c-aUJFA,1,501.1872,0.220928933430801
-3Jxai1udE6V32_c-aUJFA,1,1000,0.331274507447269
-3Jxai1udE6V32_c-aUJFA,1,1995.2623,0.120533377232968
-3Jxai1udE6V32_c-aUJFA,1,3981.0717,0.0877137798127879
-6J2UYFUOkCkA0FbNaRyOQ,1,wideband,0.544179962125249
-6J2UYFUOkCkA0FbNaRyOQ,1,31.6228,2.25402495500179
-6J2UYFUOkCkA0FbNaRyOQ,1,63.0957,2.77736199174315
-6J2UYFUOkCkA0FbNaRyOQ,1,125.8925,1.5042163362791
-6J2UYFUOkCkA0FbNaRyOQ,1,251.1886,1.14601376454271
-6J2UYFUOkCkA0FbNaRyOQ,1,501.1872,0.338896126062004
-6J2UYFUOkCkA0FbNaRyOQ,1,1000,0.351274737550489
-6J2UYFUOkCkA0FbNaRyOQ,1,1995.2623,0.416880336685683
-6J2UYFUOkCkA0FbNaRyOQ,1,3981.0717,0.465530986163036
-6J2UYFUOkCkA0FbNaRyOQ,1,7943.2823,0.493268024891478
-6J2UYFUOkCkA0FbNaRyOQ,1,15848.9319,0.245818444036306
-6J2UYFUOkCkA0FbNaRyOQ,2,wideband,0.495027329380387
-6J2UYFUOkCkA0FbNaRyOQ,2,31.6228,2.28022133948651
-6J2UYFUOkCkA0FbNaRyOQ,2,63.0957,2.7630269758628
-6J2UYFUOkCkA0FbNaRyOQ,2,125.8925,3.29139700299911
-6J2UYFUOkCkA0FbNaRyOQ,2,251.1886,0.594041342153809
-6J2UYFUOkCkA0FbNaRyOQ,2,501.1872,0.345501287374184
-6J2UYFUOkCkA0FbNaRyOQ,2,1000,0.420171330696048
-6J2UYFUOkCkA0FbNaRyOQ,2,1995.2623,0.438656704852981
-6J2UYFUOkCkA0FbNaRyOQ,2,3981.0717,0.464329980265186
-6J2UYFUOkCkA0FbNaRyOQ,2,7943.2823,0.402069732487785
-6J2UYFUOkCkA0FbNaRyOQ,2,15848.9319,0.201362885883831
-6ZM9_DKN0WHCo5oYppZhQ-2020-08-01-19-37-10-Sweep-sweep_44KHz.wav.mic,1,wideband,0.286686643141541
-6ZM9_DKN0WHCo5oYppZhQ-2020-08-01-19-37-10-Sweep-sweep_44KHz.wav.mic,1,31.6228,1.3072461740543
-6ZM9_DKN0WHCo5oYppZhQ-2020-08-01-19-37-10-Sweep-sweep_44KHz.wav.mic,1,63.0957,2.62497388353787
-6ZM9_DKN0WHCo5oYppZhQ-2020-08-01-19-37-10-Sweep-sweep_44KHz.wav.mic,1,125.8925,2.84325030240604
-6ZM9_DKN0WHCo5oYppZhQ-2020-08-01-19-37-10-Sweep-sweep_44KHz.wav.mic,1,251.1886,3.18959779749524
